toi,tid,tfopwg_disp,ra,dec,pl_rade,pl_orbper,pl_trandurh,pl_trandep,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate,in_habitable_zone,is_planet,planet_size_category_Earth-sized,planet_size_category_Jupiter-sized,planet_size_category_Neptune-sized,planet_size_category_Super-Earth,star_temp_category_G-dwarf,star_temp_category_Hot-star,star_temp_category_K-dwarf,star_temp_category_M-dwarf
1000.01,50365310,FP,112.357708,-12.69596,5.8181633,2.1713484,2.0172196,656.8860989,22601.9485814,3127.2040524,9.604,485.735,10249.0,4.19,2.16986,2019-07-24 15:58:33,2024-09-09 10:08:01,0,0,False,False,True,False,False,True,False,False
1001.01,88863718,PC,122.580465,-5.513852,11.2154,1.9316462,3.166,1286.0,44464.5,4045.0,9.42344,295.862,7070.0,4.03,2.01,2019-07-24 15:58:33,2023-04-03 14:31:04,0,1,False,True,False,False,False,True,False,False
1002.01,124709665,FP,104.726966,-10.580455,23.7529,1.8675574,1.408,1500.0,2860.61,2037.0,9.299501,943.109,8924.0,4.33,5.73,2019-07-24 15:58:33,2022-07-11 16:02:02,0,0,False,True,False,False,False,True,False,False
1003.01,106997505,FP,110.559945,-25.207017,10.5468,2.74323,3.167,383.41,1177.36,1631.0,9.3003,7728.17,5388.5,4.15,1.23434,2019-07-24 15:58:33,2022-02-23 10:10:02,0,0,False,True,False,False,False,False,True,False
1004.01,238597883,FP,122.178195,-48.802811,11.3113,3.5730141,3.37,755.0,54679.3,4260.0,9.1355,356.437,9219.0,4.14,2.15,2019-07-24 15:58:33,2024-09-09 10:08:01,0,0,False,True,False,False,False,True,False,False
1005.01,169904935,FP,120.704811,-11.101521,7.10841,4.5505945,2.654,3731.0,414.775,1257.0,9.1309,100.711,5613.0,4.33,1.09,2019-07-24 15:58:33,2025-07-08 10:08:01,0,0,False,False,True,False,True,False,False,False
1006.01,156115721,FP,124.359239,-27.273521,8.6950898,2.5047918,4.3797563,2270.5402194,1750.932635,1649.8220699,9.2386,365.00800000000004,6616.0,4.33,1.53429,2019-07-24 15:58:33,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1007.01,65212867,PC,112.752393,-4.463359,14.7752,6.9989206,3.953,2840.0,448.744,1282.0,8.87759,283.291,6596.0,3.71,2.7,2019-07-24 15:58:33,2021-10-29 12:59:15,0,1,False,True,False,False,False,True,False,False
1008.01,440801822,FP,109.382839,13.395219,3.19621,2.0483755,2.767,483.0,5644.4,1183.01373235,8.9362,144.297,6858.5,4.2,1.57,2019-07-24 15:58:33,2023-12-08 16:02:02,0,0,False,False,False,True,False,True,False,False
1009.01,107782586,PC,111.667845,-24.462111,10.5468,1.9600277,2.0065257,1707.6272693,1063.3422958,1456.4246534,8.4331,866.147,8868.7,4.33,1.23434,2019-07-24 15:58:33,2024-01-17 10:08:02,0,1,False,True,False,False,False,True,False,False
101.01,231663901,KP,318.737012,-55.871863,13.1874503,1.4303699,1.6165994,18960.7122944,1281.2408254,1525.9048089,12.4069,375.31,5600.0,4.48851,0.890774,2018-09-05 18:49:20,2024-09-06 10:08:02,0,1,False,True,False,False,True,False,False,False
1010.01,139853601,FP,112.293981,-21.832912,5.9115908,0.6808702,2.4634563,1507.8006889,87140.6995884,4382.0266062,8.45086,485.122,9438.0,4.33,1.0,2019-07-24 15:58:33,2021-10-29 12:59:15,0,0,False,False,True,False,False,True,False,False
1011.01,114018671,PC,113.984761,-32.841999,1.44656,2.4704981,2.191,250.0,575.597,1364.0,8.2388,52.62,5413.7,4.46,0.94,2019-07-24 15:58:33,2023-03-22 16:02:02,0,1,True,False,False,False,False,False,True,False
1013.01,97700520,FP,107.286063,-31.933523,10.5468,5.4255548,3.9637474,14939.6342222,273.5880696,1037.2753045,7.6095,510.295,8868.7,4.33,1.23434,2019-07-24 15:58:33,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1014.01,96246348,FP,103.561602,-34.22282,10.5468,1.4095184,0.9484999,2841.5103258,1650.422071,1625.6180218,7.678,224.672,9307.0,4.33,1.23434,2019-07-24 15:58:33,2023-11-20 10:08:02,0,0,False,True,False,False,False,True,False,False
1015.01,155044736,FP,122.895964,-27.971896,42.1479417,1.3730466,2.5708515,1301.5065338,3160.6328329,1912.3318636,10.7069,906.496,4897.0,4.33,6.7996101,2019-04-01 16:51:56,2023-12-20 16:02:19,0,0,False,True,False,False,False,False,True,False
1016.01,175310067,FP,116.110771,-36.098285,14.0608342,12.6889415,7.9201001,3232.8527885,425.1594177,1158.1310368,10.6257,368.646,7601.0,4.31,1.53641,2019-04-01 16:52:03,2024-09-09 10:08:01,0,0,False,True,False,False,False,True,False,False
1017.01,182943944,FP,124.726411,-37.78325,21.0448,1.10422,2.37,14177.7,39459.3,3926.0,10.6019,406.997,6995.2,4.07,1.61,2019-07-24 17:08:12,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1018.01,291555748,FP,111.716019,-50.266567,22.9123,4.95912,2.509,7440.0,673.55,1419.0,10.6254,360.541,5889.0,3.86,2.0,2019-04-01 16:52:01,2021-10-29 12:59:15,0,0,False,True,False,False,True,False,False,False
1019.01,341420329,PC,120.147994,-54.878552,24.2931408,5.2341008,3.7078139,20796.9416293,1453.6663847,1574.8381848,10.6348,399.544,7645.0,4.3,1.56203,2019-07-24 17:08:12,2024-02-16 10:08:02,0,1,False,True,False,False,False,True,False,False
102.01,149603524,KP,87.139821,-63.988329,15.4706,4.4119378,3.65,15062.0,653.252,1408.0,9.7109,175.631,6280.0,4.32092,1.21,2019-05-07 17:42:37,2024-10-03 10:08:02,0,1,False,True,False,False,True,False,False,False
1020.01,140706664,FP,128.381976,-43.828421,10.5468,3.28892,3.793,10518.9,29832.6,3661.0,10.7173,906.827,8734.2,4.1,1.23434,2019-07-24 17:08:12,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1021.01,143994283,FP,119.30075,-42.999149,3.34688,1.90879,1.909,618.482,985.807,1561.0,10.5551,235.974,6022.6,4.52,1.22,2019-07-24 17:08:12,2021-10-29 12:59:15,0,0,False,False,False,True,True,False,False,False
1022.01,47384844,FA,162.96491,-5.788708,3.4262,3.09574,4.475,380.0,18087.9,3230.0,8.72924,120.666,6084.0,4.13,1.41,2019-06-04 14:32:44,2023-06-06 12:02:56,0,0,False,False,False,True,True,False,False,False
1023.01,238374636,FP,120.837688,-51.345626,21.8839,1.3214483,3.435,2180.0,35623.2,3827.0,9.697,316.398,5050.8,3.56,2.99,2019-07-24 18:44:12,2021-12-07 16:02:02,0,0,False,True,False,False,False,False,True,False
1024.01,141482386,FP,86.820714,-72.422611,21.644,18.0157,2.524,610.0,7.64364,463.0,10.0814,692.266,4709.0,4.33,7.61,2019-07-24 18:44:12,2021-10-29 12:59:15,0,0,False,True,False,False,False,False,True,False
1025.01,297967252,PC,142.521159,-51.517114,10.5468,9.6837921,2.4006056,4238.2399008,3176.3106916,1914.698926,5.5324,129.838,8598.7,4.33,1.23434,2019-07-24 18:44:12,2024-09-15 12:02:47,0,1,False,True,False,False,False,True,False,False
1026.01,388624270,FP,125.434634,-51.759442,2.4765813,14.2628757,6.9350494,913.2067174,153.2069421,980.3628831,9.9138,105.677,5690.0,4.58,0.853898,2019-06-11 14:45:00,2025-09-02 16:00:02,0,0,False,False,False,True,True,False,False,False
1027.01,20318757,PC,167.133275,-29.653135,2.87648,3.2834565,1.537,1558.0,161.092,992.0,10.2103,56.3449,4272.0,4.6,0.68,2019-07-24 18:44:12,2023-06-05 12:03:22,0,1,False,False,False,True,False,False,True,False
1027.02,20318757,PC,167.133275,-29.653135,2.76586,11.02875,2.715,1694.0,15.0463,548.0,10.2103,56.3449,4272.0,4.6,0.68,2021-06-03 22:37:59,2024-09-01 12:02:56,0,1,False,False,False,True,False,False,True,False
1027.03,20318757,PC,167.133275,-29.653135,2.52314,5.0113292,1.024,1210.0,17.1793,567.0,10.2103,56.3449,4272.0,4.6,0.68,2023-05-18 23:08:27,2023-06-05 12:03:22,0,1,False,False,False,True,False,False,True,False
1028.01,447283466,FP,157.098337,-51.705409,1.20704,1.01606,2.843,240.0,2784.04,2023.0,7.9059,23.7748,4634.0,4.64,0.68,2019-07-24 18:44:12,2021-10-29 12:59:15,0,0,True,False,False,False,False,False,True,False
1029.01,374908020,FP,88.73909,-65.958839,10.5468,36.22214,5.107,7170.0,363.901,1183.01373235,6.841,365.00800000000004,5800.55,4.33,1.23434,2019-06-11 14:45:03,2021-12-07 16:02:02,0,0,False,True,False,False,True,False,False,False
103.01,336732616,KP,312.457488,-24.428694,14.581841,3.547854,3.494333,10424.3718,1212.004376,1504.858953,11.5232,411.211,6351.0,4.22896,1.4,2018-09-05 18:49:20,2024-09-07 10:08:02,0,1,False,True,False,False,True,False,False,False
1030.01,464296022,FP,155.831478,-57.590248,17.6729,12.1246519,4.612,7279.0,207.32,1057.0,9.5706,78.41273,4807.6,4.17,1.07,2019-07-24 18:44:12,2023-05-31 10:10:01,0,0,False,True,False,False,False,False,True,False
1031.01,304021498,FP,140.88389,-67.026006,8.94354,5.652623,3.434,1250.0,2717.06,2011.0,9.7318,270.771,6415.4,3.98,1.92,2019-06-25 15:58:39,2024-09-19 10:08:01,0,0,False,True,False,False,True,False,False,False
1032.01,146589986,PC,159.221506,-42.541639,14.7738943,5.6643704,3.8087395,3491.8232968,7657.6621505,2385.8536488,9.7611,587.196,10395.0,4.13,2.3383701,2019-07-24 18:44:12,2024-01-17 10:08:02,0,1,False,True,False,False,False,True,False,False
1033.01,149601557,FP,87.282586,-60.498444,6.77406,29.0160175,5.345,1389.0,33.2234,1183.01373235,10.0163,219.94,6113.1,4.33,2.01,2019-06-11 14:45:00,2025-06-03 16:00:01,0,0,False,False,True,False,True,False,False,False
1034.01,400595342,FP,134.441752,-49.000578,3.7025342,3.6404389,2.5339234,476.3077321,9941.2265514,2783.098027,9.8174,363.44,9810.0,4.43,1.60776,2019-07-24 18:44:12,2025-09-05 10:08:01,0,0,False,False,False,True,False,True,False,False
1035.01,361413119,PC,144.150273,-61.583182,30.9493217,6.0744477,2.4954821,5982.5212406,1487.5644344,1583.9398898,10.1126,347.556,5964.0,3.7,2.4303801,2019-07-24 18:44:12,2025-07-09 16:00:02,0,1,False,True,False,False,True,False,False,False
1036.01,146172354,PC,157.867112,-42.240448,5.98375,3.7795212,2.952,2761.0,466.528,1294.0,10.2855,184.015,5771.0,4.31,1.18,2019-07-24 18:44:12,2023-05-05 16:02:01,0,1,False,False,True,False,True,False,False,False
1038.01,90544017,FP,128.454638,-49.940347,5.51341,3.2235985,2.159,680.0,2064.8,1183.01373235,8.7157,280.765,8904.0,4.09,2.17,2019-07-24 18:44:12,2021-10-29 12:59:15,0,0,False,False,True,False,False,True,False,False
1039.01,461867584,APC,149.688545,-58.760453,10.5468,4.420125,3.956,2466.0,363.901,1183.01373235,8.5483,2864.34,5800.55,4.33,1.23434,2019-07-24 18:44:12,2023-05-05 16:02:01,0,0,False,True,False,False,True,False,False,False
104.01,231670397,KP,319.949697,-58.148933,13.6237732,4.0872956,5.586113,3572.1712499,2242.3605401,1755.0767383,9.8638,316.678,6036.0,3.93359,2.2186699,2018-09-05 18:49:20,2023-10-16 16:02:02,0,1,False,True,False,False,True,False,False,False
1040.01,310483807,FP,128.61421,-61.488262,11.5901,2.55555,1.566,340.0,3520.68,2145.0,8.3854,732.432,10037.0,4.33,6.04,2019-07-24 18:44:12,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1041.01,385624852,FP,138.402252,-55.19791,43.1068,8.30792,3.228,8350.0,2276.25,1924.0,8.0981,305.034,9081.0,3.83,3.05,2019-07-24 18:44:12,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1043.01,90448944,FP,128.302319,-52.714202,3.61078,1.4415577,2.349,507.0,16861.8,3174.0,9.5719,208.055,6902.0,4.25,1.52,2019-07-24 18:44:12,2024-09-09 10:08:01,0,0,False,False,False,True,False,True,False,False
1044.01,463402815,PC,153.811023,-58.766393,10.5468,1.0085089,1.642,3051.0,363.901,1183.01373235,10.0031,494.689,5215.2,4.33,1.23434,2019-07-24 18:44:12,2023-05-11 16:02:02,0,1,False,True,False,False,False,False,True,False
1045.01,54044474,FP,159.887704,-32.51188,17.57,3.7039994,4.277,7590.0,3546.13,2149.0,9.6306,300.696,7013.8,4.21,1.9,2019-07-24 18:44:12,2021-12-07 16:02:02,0,0,False,True,False,False,False,True,False,False
1046.01,309787037,FP,126.419468,-60.907514,9.36472,1.3042553,1.706,914.0,26944.7,3569.0,10.0119,301.298,6762.0,4.11,1.75,2019-07-24 18:44:12,2024-09-19 10:08:01,0,0,False,True,False,False,False,True,False,False
1047.01,370745311,FP,144.581535,-67.505097,5.72162,0.62627,0.666,1880.0,3235.57,2101.0,10.2355,134.926,5622.0,4.5,0.93,2019-07-24 18:44:12,2021-10-29 12:59:15,0,0,False,False,True,False,True,False,False,False
1049.01,16288184,KP,253.768848,-28.710584,16.808853,2.1805277,2.969175,16340.1353205,1770.4650539,1654.404068,11.0657,314.995,6599.0,4.21017,1.2714601,2019-07-15 19:20:04,2022-03-30 16:02:02,0,1,False,True,False,False,False,True,False,False
105.01,144065872,KP,337.457824,-48.003099,13.7028527,2.1846669,2.86528,11708.0228549,1362.1381428,1549.4409801,9.4995,137.544,5630.0,4.37759,1.23824,2018-09-05 18:49:20,2025-03-25 16:00:01,0,1,False,True,False,False,True,False,False,False
1050.01,66818296,KP,239.962248,-28.061794,21.2315,3.7354838,4.142,17030.0,1292.19,1670.0,11.0261,405.908,6650.0,4.1639,1.57,2019-07-15 19:20:05,2022-10-05 10:10:01,0,1,False,True,False,False,False,True,False,False
1051.01,259863352,FA,40.365939,-71.462749,2.3751494,21.701669,8.2676424,211.6567325,52.095,685.2,7.1278,53.19149,5625.0,4.438,1.56486,2019-08-16 20:20:45,2024-09-17 10:08:02,0,0,False,False,False,True,True,False,False,False
1052.01,317060587,CP,337.510274,-75.646561,3.0629855,9.139804,3.0912936,358.4157801,243.011763,1006.9932829,9.0197,129.804,5958.2,4.34,1.58,2019-08-16 20:20:47,2023-07-24 12:03:31,0,1,False,False,False,True,True,False,False,False
1053.01,112395568,FP,290.977117,-33.351416,13.088532,5.742625,2.860293,1105.760867,363.901,1183.01373235,8.8849,263.729,5664.0,3.26574,3.86959,2019-08-16 20:20:42,2024-09-19 10:08:01,0,0,False,True,False,False,True,False,False,False
1054.01,366989877,CP,302.114174,-54.317501,2.43432,15.5077855,4.565,513.0,88.0718,853.0,8.4362,88.4343,6122.0,4.30881,1.17,2019-08-16 20:20:48,2023-09-14 16:02:01,0,1,False,False,False,True,True,False,False,False
1055.01,320004517,CP,293.286615,-54.532728,3.5766828,17.4713078,4.4284819,1199.7541483,53.3700317,689.3568807,8.0888,57.2651,5783.54,4.49925,0.974669,2019-08-16 20:20:47,2024-10-01 10:08:01,0,1,False,False,False,True,True,False,False,False
1056.01,421894914,PC,339.258703,-76.917605,3.0486928,5.3079507,3.2158594,391.3830934,603.2401116,1263.9861129,9.6663,168.354,6124.3,4.38,1.36963,2019-08-16 20:20:50,2024-03-14 16:54:32,0,1,False,False,False,True,True,False,False,False
1057.01,323132914,PC,127.996917,-78.407564,2.9366826,51.1701501,6.6641048,851.4547808,11.2148229,466.7322968,9.4091,98.2855,5599.0,4.46138,0.943356,2019-08-16 20:20:47,2024-12-05 16:02:02,0,1,False,False,False,True,True,False,False,False
1058.01,31553893,PC,288.911772,-31.790813,12.8402271,11.1296441,7.0473822,951.6169809,1255.6817164,1518.2372485,9.3781,338.831,5785.0,4.344,3.4475601,2019-08-16 20:20:41,2024-04-25 10:08:01,0,1,False,True,False,False,True,False,False,False
1059.01,380783252,PC,269.714503,-60.922727,17.0216,9.4496506,2.021,19750.0,38.5799,694.0,9.7825,98.8783,5509.0,4.39758,0.94,2019-08-16 20:20:49,2023-10-16 16:02:02,0,1,False,True,False,False,True,False,False,False
106.01,38846515,KP,68.959816,-64.027039,16.3869,2.8493825,3.567,8049.0,2005.83,1864.0,10.3157,364.411,6900.0,4.438,1.77,2019-05-07 17:42:35,2023-11-16 16:02:02,0,1,False,True,False,False,False,True,False,False
1060.01,101230735,APC,299.290995,-48.934476,3.89739,2.0685633,0.373,502.0,24.409,619.0,9.6652,128.491,5687.9,4.6,1.14,2019-08-16 20:20:42,2023-10-16 16:02:02,0,0,False,False,False,True,True,False,False,False
1061.01,253990973,FP,284.688908,-41.242483,2.28501,0.540933,1.674337,257.347459,363.901,1183.01373235,9.7345,133.171,5525.0,4.25342,1.21935,2019-08-16 20:20:44,2021-10-29 12:59:15,0,0,False,False,False,True,True,False,False,False
1062.01,299799658,CP,38.120968,-78.023683,2.30057,4.1150576,1.08,487.0,77.3573,826.0,9.478,82.1733,5394.0,4.50942,0.89,2019-08-16 20:20:47,2023-10-16 16:02:02,0,1,False,False,False,True,False,False,True,False
1063.01,406976746,PC,230.555493,-83.056214,2.7272824,10.0665238,2.4023189,839.9044871,54.8791715,694.1792631,9.0689,61.1201,5552.0,4.61783,0.791742,2019-08-16 20:20:49,2025-07-09 16:00:02,0,1,False,False,False,True,True,False,False,False
1064.01,79748331,CP,296.003935,-47.56203,2.460344,6.4438657,1.9309449,1121.9512275,60.831305,712.2812841,10.0059,68.0726,4803.0,4.52079,0.737189,2019-08-16 20:20:42,2024-04-25 10:08:01,0,1,False,False,False,True,False,False,True,False
1064.02,79748331,CP,296.003935,-47.56203,2.6014766,12.2265595,2.1904379,1206.3693293,25.8970378,575.3502049,10.0059,68.0726,4803.0,4.52079,0.737189,2019-08-16 20:20:42,2024-04-25 10:08:01,0,1,False,False,False,True,False,False,True,False
1065.01,7088246,KP,286.36675,-50.06735,22.503541,2.160344,1.828854,19357.992992,363.901,1183.01373235,13.2851,639.004,5780.0,4.32928,1.2,2019-08-16 20:20:41,2021-10-29 12:59:15,0,1,False,True,False,False,True,False,False,False
1066.01,201604954,KP,285.096517,-54.893341,12.962219,4.606184,3.121643,13793.034867,363.901,1183.01373235,11.9707,353.891,5670.0,4.3925,1.07,2019-08-16 20:20:44,2021-10-29 12:59:15,0,1,False,True,False,False,True,False,False,False
1067.01,201642601,KP,288.672005,-59.57935,9.4995191,3.1316735,2.4579197,14915.6943722,148.6544991,890.5622134,13.1686,263.609,4351.0,4.438,0.76701,2019-08-16 20:20:44,2024-03-14 16:54:32,0,1,False,True,False,False,False,False,True,False
1068.01,6663331,KP,284.399762,-49.138513,13.446487,3.180362,2.111521,21192.463324,363.901,1183.01373235,13.2887,535.383,5498.0,4.47934,0.92,2019-08-16 20:20:41,2021-10-29 12:59:15,0,1,False,True,False,False,False,False,True,False
1069.01,31858843,KP,289.479212,-32.860124,14.4339,2.9776446,2.962,13022.0,758.324,1461.0,10.4293,197.996,5703.0,4.25824,1.22,2019-08-16 20:20:41,2023-10-16 16:02:02,0,1,False,True,False,False,True,False,False,False
107.01,92352620,KP,313.783239,-34.135751,20.5357,3.9502008,4.444,13914.0,1009.38,1570.0,9.6433,211.211,6153.0,4.18077,1.71,2018-09-05 18:49:20,2023-11-15 16:02:02,0,1,False,True,False,False,True,False,False,False
1070.01,31858844,FP,289.478541,-32.861327,26.88423,2.9776152,3.25697,43218.111683,873.27,1386.5,15.7114,365.00800000000004,5740.0,4.29219,1.28,2019-08-16 20:20:41,2021-10-29 12:59:15,0,0,False,True,False,False,True,False,False,False
1071.01,120247528,KP,280.184169,-58.459388,13.200677,3.5544026,2.0550535,10164.8753396,515.0014435,1214.9876435,11.5803,290.198,5639.0,4.37172,1.11499,2019-08-16 20:20:42,2025-08-29 16:00:02,0,1,False,True,False,False,True,False,False,False
1072.01,140830390,FP,75.627307,-72.913998,25.4886382,12.8379689,9.8464123,10539.0192794,374.129,1225.0,11.7106,703.878,5765.0,4.34773,2.4494,2019-08-16 20:20:43,2021-10-29 12:59:15,0,0,False,True,False,False,True,False,False,False
1073.01,158297421,CP,287.484402,-49.664942,13.3368705,3.9228016,1.8736007,31510.9004906,91.167589,788.0973496,13.6699,300.67,4444.0,4.438,0.6983,2019-08-16 20:20:43,2021-12-09 10:10:02,0,1,False,True,False,False,False,False,True,False
1074.01,327301957,PC,310.761004,-72.010267,2.4233421,13.9428705,3.7522756,1015.395543,28.0927293,587.1759148,10.6339,107.356,5206.0,4.63095,0.741671,2019-08-16 20:20:47,2024-09-19 10:08:01,0,1,False,False,False,True,False,False,True,False
1075.01,351601843,CP,309.971209,-65.449699,1.8625587,0.6047392,1.0403847,1027.6833479,528.0253155,1222.5973095,11.1186,61.4592,4046.0,4.60963,0.580337,2019-08-16 20:20:48,2024-09-09 10:08:01,0,1,False,False,False,True,False,False,True,False
1076.01,360742636,KP,294.633694,-55.330269,12.9171288,2.5495611,2.6173308,14921.4021936,757.1284067,1337.8645148,11.2474,248.46,5659.0,4.44653,1.03997,2019-08-16 20:20:48,2024-09-09 10:08:01,0,1,False,True,False,False,True,False,False,False
1077.01,369960846,PC,173.810798,-88.096213,12.6436029,1.6062693,1.9561305,16725.3019333,844.2700581,1374.8018137,13.461,463.683,5192.0,4.4617,0.984326,2019-08-16 20:20:48,2024-03-14 16:54:32,0,1,False,True,False,False,False,False,True,False
1078.01,370133522,CP,306.928646,-56.462287,1.3485121,0.5182425,0.8565249,831.8920424,255.1405815,1019.3295979,10.1165,20.373,3325.0,4.88693,0.390989,2019-08-16 20:20:48,2024-09-09 10:08:01,0,1,True,False,False,False,False,False,False,True
1079.01,379240073,PC,283.119492,-55.387928,14.8814743,3.1644075,2.0576293,5603.4635466,2206.1550476,1747.9490013,13.1284,1179.27,6519.0,4.22068,1.7234,2019-08-16 20:20:49,2024-02-29 10:08:02,0,1,False,True,False,False,False,True,False,False
108.01,289793076,KP,316.96148,-26.09672,12.1086799,3.0440541,2.5984575,22236.0165376,315.9871326,1075.3184542,13.163,421.855,5523.0,4.52192,0.809868,2018-09-05 18:49:20,2021-10-29 12:59:15,0,1,False,True,False,False,True,False,False,False
1080.01,161032923,PC,276.368325,-52.214573,1.2305102,3.9652485,1.0112593,3680.7544436,5.2829448,386.6684768,12.7067,25.559,3296.0,4.96636,0.199988,2019-08-16 20:20:43,2024-04-25 10:08:01,0,1,True,False,False,False,False,False,False,True
1081.01,253728991,PC,282.140409,-40.11177,11.467011,2.98278,3.109528,6136.231662,363.901,1183.01373235,11.5247,354.05,6027.0,4.29978,1.23975,2019-08-16 20:20:44,2021-10-29 12:59:15,0,1,False,True,False,False,True,False,False,False
1082.01,261108236,PC,83.275809,-80.815478,3.5059571,16.3469053,3.5865698,2212.4257252,8.9995944,441.7489067,11.8835,100.248,4310.0,4.57345,0.649613,2019-08-16 20:20:45,2024-03-11 10:08:02,0,1,False,False,False,True,False,False,True,False
1083.01,322270620,PC,296.822194,-87.32281,2.4241912,12.9802953,2.5034417,2407.2608671,4.7341229,376.2093904,12.0936,68.9109,3614.0,4.81257,0.491323,2019-08-16 20:20:47,2024-12-05 16:02:02,0,1,False,False,False,True,False,False,False,True
1084.01,380589029,KP,268.890707,-61.7474,15.8824638,1.3484961,2.4074261,18463.7636682,2706.9606225,1839.6713042,12.2851,494.182,6346.0,4.38484,1.14759,2019-08-16 20:20:49,2024-09-09 10:08:01,0,1,False,True,False,False,True,False,False,False
1085.01,381979901,APC,77.605399,-59.535664,14.9476,3.2541181,4.341,13620.0,1436.45,1183.01373235,11.6577,444.066,6102.0,4.28649,1.28,2019-08-16 20:20:49,2023-07-12 16:02:01,0,0,False,True,False,False,True,False,False,False
1086.01,468148930,PC,305.56982,-88.568495,14.6986197,3.7178828,5.5277827,4864.8405125,1925.1426172,1689.4116185,12.2303,736.397,5818.0,4.33787,2.0840001,2019-08-16 20:20:50,2024-04-25 10:08:01,0,1,False,True,False,False,True,False,False,False
1087.01,426077080,FP,238.001011,-76.49349,14.2968,9.30992,3.464,2220.0,215.208,1067.0,9.4142,416.25,6907.0,3.63,3.09,2019-08-06 19:30:24,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1088.01,343648136,FA,272.311383,-76.300955,5.48364,1.15395,2.236,1550.0,3534.3,2148.0,10.4613,240.901,6093.0,4.2,1.4,2019-08-06 19:30:24,2021-10-29 12:59:15,0,0,False,False,True,False,True,False,False,False
1089.01,129319156,FP,228.84306,-52.885989,25.7144,4.73703,3.902,2410.0,53821.0,4243.0,10.3918,778.127,11600.0,4.13,2.48,2019-08-06 19:30:00,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
109.01,29344935,KP,313.215475,-25.687376,12.2867389,2.76676,2.6872178,14947.4387827,505.8840075,1209.5741229,13.2366,513.011,5346.0,4.48823,0.984866,2018-09-05 18:34:19,2024-09-09 10:08:01,0,1,False,True,False,False,False,False,True,False
1090.01,361034196,FP,242.016315,-68.588832,22.7769,2.19296,4.586,4933.74,31883.5,3722.0,10.0196,566.502,7009.8,3.6,2.95,2019-08-06 19:30:00,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1091.01,193413306,PC,222.101134,-56.025931,15.0024,1.725841,3.674,2710.0,50469.2,4175.0,9.3529,321.671,7348.0,3.9,2.39,2019-08-06 19:29:59,2024-09-09 10:08:01,0,1,False,True,False,False,False,True,False,False
1092.01,387079085,FP,217.022882,-64.634285,30.666,1.1923,3.119,3730.0,40771.2,3958.0,9.0039,209.919,6534.0,3.95,2.04,2019-08-06 19:29:59,2021-10-29 12:59:15,0,0,False,True,False,False,False,True,False,False
1093.01,382331352,FP,215.805264,-63.045983,10.5468,11.47606,6.083,3050.0,363.901,1183.01373235,10.0067,1710.22,5800.55,4.33,1.23434,2019-08-06 19:29:59,2021-10-29 12:59:15,0,0,False,True,False,False,True,False,False,False
1094.01,136274063,APC,230.498827,-53.819601,9.08382,0.5971314,0.468,910.0,1596.43,1760.0,9.9806,426.003,7710.0,3.98,2.28,2019-08-06 19:29:59,2022-10-05 10:10:01,0,0,False,True,False,False,False,True,False,False
1095.01,375223080,PC,133.968965,-75.926187,13.7339261,1.4821386,2.1867078,2102.6568299,18197.1354531,2962.2418039,10.4291,582.521,7066.0,3.78,2.6647301,2019-08-12 16:22:54,2024-12-05 16:02:02,0,1,False,True,False,False,False,True,False,False
1096.01,375225453,FP,133.826684,-73.173308,5.7349089,0.9209526,1.8602735,360.8801529,32740.3629399,3430.7622437,10.11,490.288,6553.0,3.65,2.8908899,2019-08-12 16:22:54,2021-10-29 12:59:15,0,0,False,False,True,False,False,True,False,False
1097.01,360630575,CP,189.775859,-74.57402,2.16591,9.188506,2.492,460.0,63.4589,786.0,8.7215,79.5561,5876.0,4.48,0.98,2019-08-12 16:22:54,2024-09-10 10:08:02,0,1,False,False,False,True,True,False,False,False
1097.02,360630575,CP,189.775859,-74.57402,2.6136848,13.9028391,2.1264429,647.2701039,77.4841883,756.6987586,8.7215,79.5561,5876.0,4.48,0.983215,2022-03-24 22:19:26,2023-03-03 12:03:04,0,1,False,False,False,True,True,False,False,False
1098.01,383390264,CP,192.589285,-88.121111,3.0538057,10.1826983,2.8275109,667.4752458,198.394783,957.1991659,8.7581,105.096,6153.0,4.34814,1.14582,2019-08-16 20:20:49,2024-02-13 10:08:02,0,1,False,False,False,True,True,False,False,False
1099.01,290348383,CP,328.718171,-77.338802,2.56374,6.441006,1.812,914.0,87.8902,853.0,7.3661,23.606,4867.0,4.438,0.8,2019-08-16 20:20:46,2023-12-03 12:03:15,0,1,False,False,False,True,False,False,True,False
110.01,281459670,KP,5.618525,-59.942589,14.9172256,3.1743504,2.751086,15457.3247576,718.9096994,1320.6518234,11.6714,342.14,5943.0,4.42524,1.15706,2018-11-14 15:06:55,2024-09-09 10:08:01,0,1,False,True,False,False,True,False,False,False
